read_pct_rounded,pause,bandwidth_mean,bandwidth_std,rd_percentage_actual_mean,latency_mean,latency_std,bandwidth_smooth,latency_smooth,rw_ratio
56.0,100000.0,0.0,0.0004030697214571251,0.5589080133030233,193.74208108491766,0.35093916870621855,0.0,193.74208108491766,56
56.0,3000.0,22.360611413333334,0.032656201302705586,0.5569157118810937,206.46027215757044,0.059938724314152536,22.360611413333334,206.46027215757044,56
56.0,1500.0,44.11277653333334,0.007621131860129936,0.5572038327694583,219.99343667241888,0.08396343244956189,44.11277653333334,219.99343667241888,56
56.0,1000.0,65.07355925333333,0.016026242262043303,0.5578428994453272,243.97227687590066,0.15512116591426228,65.07355925333333,243.97227687590066,56
56.0,900.0,72.3944468148148,0.019178221514952586,0.5602795751204229,258.7333450044453,0.344655079479054,72.3944468148148,258.7333450044453,56
56.0,800.0,81.53389300148149,0.0008179954425996247,0.5636005375237455,276.18497403109603,0.3561344080940819,81.53389300148149,276.18497403109603,56
56.0,550.0,114.81234313481484,0.03239706125176797,0.5632935904196906,402.66369060581354,0.15647277248673175,114.81234313481484,402.66369060581354,56
56.0,180.0,120.90440523851852,2.693065678465604,0.560968147385378,660.1762884459234,3.2598800687722744,120.90440523851852,660.1762884459234,56
57.0,100000.0,0.0,0.004818384251257931,0.5693613003699384,193.68914954877098,0.14446480408378704,0.0,193.68914954877098,57
57.0,3000.0,21.20302120296296,0.0092635089088347,0.5690161285599552,205.85844330408813,0.11672705512721539,21.20302120296296,205.85844330408813,57
57.0,1500.0,41.93547420444445,0.05466428188446179,0.5704217127375756,217.95150116689896,0.09645969982198388,41.93547420444445,217.95150116689896,57
57.0,1000.0,61.86239585185186,0.08515338577977152,0.5705737414500787,237.48596526521803,0.07362006360114647,61.86239585185186,237.48596526521803,57
57.0,800.0,76.84117212444444,0.03014465378971532,0.5731782060405266,262.1082781319072,0.2711011305375855,76.84117212444444,262.1082781319072,57
57.0,700.0,93.57445558518519,0.04890005911364624,0.5688126817112907,297.2541266711219,0.11480463151968538,93.57445558518519,297.2541266711219,57
57.0,600.0,107.32773551407406,0.020344066135491157,0.5678481176130012,350.7527309179232,0.11103308030860422,107.32773551407406,350.7527309179232,57
57.0,180.0,119.51432090074074,0.0370096546589707,0.5715766339248639,621.9761677769715,0.3622350306460451,119.51432090074074,621.9761677769715,57
58.0,200000.0,0.0,0.08017396384501267,0.5796860790741056,193.08589197894943,0.20764759834098834,0.0,193.08589197894943,58
58.0,3000.0,21.72052141037037,0.7606364281219955,0.5802922389691288,205.91148816893863,0.32897299222264614,21.72052141037037,205.91148816893863,58
58.0,1500.0,42.78405655703704,1.5571194219586835,0.5809895209788518,218.15524752238684,1.158729537123139,42.78405655703704,218.15524752238684,58
58.0,1000.0,63.07863538962963,2.335328443634058,0.5814986049727197,238.11186882008704,3.267866881692929,63.07863538962963,238.11186882008704,58
58.0,800.0,81.1627212562963,0.03229446184474395,0.5812712171720046,266.5224275692329,0.09436000624792007,81.1627212562963,266.5224275692329,58
58.0,700.0,87.7921304651852,0.016827916245758717,0.5767731425189918,280.66298688710214,0.2343653958008781,87.7921304651852,280.66298688710214,58
58.0,600.0,103.92069488592593,2.7085083141084993,0.5811581061336103,328.28767903070667,9.636213831793802,103.92069488592593,328.28767903070667,58
58.0,550.0,111.64693486222222,2.618129730941682,0.5795445171796145,368.53114225104576,14.04158966566308,111.64693486222222,368.53114225104576,58
58.0,340.0,118.16997515851853,0.023942580030596242,0.5782248336832471,628.6153454606462,0.24699879802808355,118.16997515851853,628.6153454606462,58
59.0,200000.0,0.0,0.021151554054401434,0.5903063534679275,193.46272608296047,0.2185012022683961,0.0,193.46272608296047,59
59.0,3000.0,22.066764539259264,0.006000794182627213,0.5893760479102678,206.1572458503324,0.0383128747059198,22.066764539259264,206.1572458503324,59
59.0,1500.0,43.33834851555556,0.011168953921495885,0.5893122673387617,218.57872935434702,0.3622922747830121,43.33834851555556,218.57872935434702,59
59.0,1000.0,63.80729334518518,0.029181905112186744,0.5893626897236065,238.2755223629605,0.16492435783148554,63.80729334518518,238.2755223629605,59
59.0,800.0,75.57986669037037,0.04893683365142247,0.585865183390664,256.21922093844177,0.16067030380560227,75.57986669037037,256.21922093844177,59
59.0,700.0,89.84187888592594,3.1936828828880293,0.5888632209618646,282.89373970985224,7.565470373168219,89.84187888592594,282.89373970985224,59
59.0,550.0,108.37142058666666,0.024304982388763264,0.5945515872836887,342.0729263597239,0.42965239155380586,108.37142058666666,342.0729263597239,59
59.0,260.0,119.55032869925928,0.007456422809974226,0.5911782322320835,634.4312031560152,0.3190973673889957,119.55032869925928,634.4312031560152,59
60.0,200000.0,0.0,0.01101092916232514,0.6003966844247939,193.3295286879196,0.15714469249587765,0.0,193.3295286879196,60
60.0,3000.0,20.638387176296302,0.013432608715028427,0.5965365714554055,205.22081919355355,0.3361148772321097,20.638387176296302,205.22081919355355,60
60.0,1500.0,40.658076586666674,0.030876687378911877,0.5959876066892046,216.14382010878703,0.1128093461316716,40.658076586666674,216.14382010878703,60
60.0,1000.0,59.885449362962966,0.02424816790475466,0.5965649716532588,232.7521455418821,0.04240934570013867,59.885449362962966,232.7521455418821,60
60.0,800.0,77.12733604740741,3.1479769750236657,0.5970487737635953,260.7883576868609,9.373689251656723,77.12733604740741,260.7883576868609,60
60.0,700.0,92.08688485925927,0.04450256566185465,0.6018035397843242,290.5435170214501,0.04579722272549965,92.08688485925927,290.5435170214501,60
