read_pct_rounded,pause,bandwidth_mean,bandwidth_std,rd_percentage_actual_mean,latency_mean,latency_std,bandwidth_smooth,latency_smooth,rw_ratio
50.0,5000.0,0.0,0.006338392049470633,0.5046156392707922,90.2551027560764,0.04677689376833497,0.0,90.2551027560764,50
50.0,700.0,20.542775466666665,0.04855739075568795,0.5040186858389704,94.92875705295138,0.15258050639574536,20.542775466666665,94.92875705295138,50
50.0,340.0,39.51981354666667,0.12173197107353978,0.5025510447083722,100.9516669921875,0.13427204321253264,39.51981354666667,100.9516669921875,50
50.0,260.0,49.855015253333335,0.19569835796570736,0.5016907506814342,106.5758293185764,0.16153788170972122,49.855015253333335,106.5758293185764,50
50.0,200.0,61.73969152,0.06914406266784152,0.500716790852416,117.31789963107639,1.0192975406939986,61.73969152,117.31789963107639,50
50.0,180.0,67.29804159999999,0.05708887344982258,0.500478971777412,125.91008550347222,2.549700527762295,67.29804159999999,125.91008550347222,50
50.0,160.0,73.30758314666666,0.08637245105408609,0.5003191839672759,136.78011067708334,0.6189192081509965,73.30758314666666,136.78011067708334,50
50.0,140.0,80.45236693333334,0.17748852646002877,0.5002304221921423,157.30364561631944,1.5196964971655837,80.45236693333334,157.30364561631944,50
50.0,60.0,86.51542912000001,1.5177826875775702,0.5001998021988002,271.93076019965275,0.6830420430696241,86.51542912000001,271.93076019965275,50
52.0,5000.0,0.0,0.030809044574968598,0.5230142998598922,90.26759082031249,0.03616895026074469,0.0,90.26759082031249,52
52.0,700.0,20.63087658666667,0.06716752152994379,0.523626589336151,94.90712022569444,0.2343941711597234,20.63087658666667,94.90712022569444,52
52.0,340.0,39.25209514666667,0.14866970855275288,0.5217330154774819,100.67873969184028,0.07221464692083462,39.25209514666667,100.67873969184028,52
52.0,260.0,48.95080704,0.11889762792114043,0.5210392318988367,105.94900802951389,0.32445792723028005,48.95080704,105.94900802951389,52
52.0,220.0,55.750730239999996,0.220736067904199,0.5203035346874146,111.48852983940974,0.06850339703697507,55.750730239999996,111.48852983940974,52
52.0,180.0,64.63153792000001,0.29645423148959016,0.519396693024579,123.04152788628471,2.2371006783529315,64.63153792000001,123.04152788628471,52
52.0,160.0,69.87422677333332,0.2511340757857707,0.5188565690443855,132.58949869791664,0.24942155933287227,69.87422677333332,132.58949869791664,52
52.0,140.0,75.71215957333332,0.2640969979927968,0.5180338684129921,144.13735308159724,1.630709193721517,75.71215957333332,144.13735308159724,52
52.0,120.0,81.41679018666666,0.28070799725550494,0.5171946455403246,165.7332790798611,1.9342960987882394,81.41679018666666,165.7332790798611,52
52.0,100.0,86.62960981333333,1.0074982920762707,0.516418280803159,191.28271864149306,2.364108367335492,86.62960981333333,191.28271864149306,52
54.0,40000.0,0.0,0.00811943958236856,0.5431575992078479,89.33296299913195,0.07571119309881502,0.0,89.33296299913195,54
54.0,1000.0,16.035291733333334,0.050375265278639,0.5425187569615181,93.82317697482638,0.2731553521336058,16.035291733333334,93.82317697482638,54
54.0,380.0,38.01425066666667,0.21781841302577098,0.5407287998619082,100.020384765625,0.13812566519453015,38.01425066666667,100.020384765625,54
54.0,260.0,51.852576,0.1852466123633585,0.5399431829436594,107.6768910590278,0.44236548955368094,51.852576,107.6768910590278,54
54.0,220.0,58.53053354666667,0.12125130964048247,0.5396168177490613,113.1058134765625,0.25351354280505023,58.53053354666667,113.1058134765625,54
54.0,180.0,67.26922965333334,0.03282768487718125,0.53884580106764,125.42933409288194,2.5289113301059247,67.26922965333334,125.42933409288194,54
54.0,140.0,77.51487018666667,0.24360521124700726,0.5375046256764421,146.89250162760416,0.9954986271739881,77.51487018666667,146.89250162760416,54
54.0,100.0,86.10159530666665,0.39678170775969696,0.5357903164859753,187.29865429687501,0.7956951341306178,86.10159530666665,187.29865429687501,54
56.0,100000.0,0.0,0.003159692509596462,0.5637938390899755,89.18047016059027,0.050632797199964004,0.0,89.18047016059027,56
56.0,1000.0,15.327118506666666,0.038250320534444854,0.5584247794225109,94.033822265625,0.043807146015828705,15.327118506666666,94.033822265625,56
56.0,380.0,36.66108928,0.043515611656398105,0.5569338330917534,99.37921245659722,0.11894802370589791,36.66108928,99.37921245659722,56
56.0,260.0,50.07058048,0.11874212556391664,0.5568070551362218,106.126205078125,0.09730221233462283,50.07058048,106.126205078125,56
56.0,200.0,61.03216938666666,0.10493672190909181,0.5556271341912441,115.41871864149306,0.3130122880788944,61.03216938666666,115.41871864149306,56
56.0,160.0,70.64017024,0.04950335781149249,0.5552653060630501,131.64157280815974,0.5297001537115987,70.64017024,131.64157280815974,56
56.0,65.0,90.50401536000001,,0.5648037934744733,227.1004552951389,3.1403107633359086,90.50401536000001,227.1004552951389,56
57.0,100000.0,0.0,,0.5716376568751496,89.19085026041667,0.03594302248922094,0.0,89.19085026041667,57
57.0,1000.0,16.584866986666665,0.04767998887230323,0.5744238199451281,94.2397080078125,0.17651495257497174,16.584866986666665,94.2397080078125,57
57.0,380.0,39.22092608,0.1700667610600537,0.5740237995554349,100.22802680121526,0.03835608527165499,39.22092608,100.22802680121526,57
57.0,260.0,53.30055359999999,0.0722330507342767,0.5743343160557463,108.22008539496528,0.2170057532226887,53.30055359999999,108.22008539496528,57
57.0,220.0,60.48596053333333,0.26032766462262297,0.5742072822332017,113.79214127604166,0.13479184734956046,60.48596053333333,113.79214127604166,57
57.0,180.0,68.80501632,0.14172611704362867,0.5732983767263305,128.23439029947917,0.5887768516461829,68.80501632,128.23439029947917,57
